GOAL68 true:0.7263 false:0.2737 
SNode_11 true:0.934 false:0.066 
SNode_10 true:1 
SNode_13 true:0.945 false:0.055 
SNode_12 true:0.989 false:0.011 
SNode_14 true:0.9001 false:0.0999 
SNode_16 true:1 
GIVEN_1 true:0.989 false:0.011 
GOAL72 true:0.4268 false:0.5732 
VECTOR70 true:0.912 false:0.088 
SYSTEM18 true:0.637 false:0.363 
GIVEN21 true:0.978 false:0.022 
IDENTIFY39 true:0.527 false:0.473 
KNOWN6 true:0.7233 false:0.2767 
KNOWN8 true:0.923 false:0.077 
KINEMATI17 true:0.6289 false:0.3711 
NEED1 true:0.681 false:0.319 
WEIGHT56 true:0.7501 false:0.2499 
TRY12 true:0.989 false:0.011 
NORMAL52 true:0.967 false:0.033 
NORMAL50 true:0.5634 false:0.4366 
APPLY32 true:0.4365 false:0.5635 
GOAL_2 true:0.989 false:0.011 
WEIGHT57 true:0.615 false:0.385 
APPLY61 true:0.649 false:0.351 
SNode_4 true:0.967 false:0.033 
CHOOSE35 true:0.604 false:0.396 
GRAV2 true:0.593 false:0.407 
TRY25 true:0.967 false:0.033 
TRY26 true:0.967 false:0.033 
AXIS33 true:0.857 false:0.143 
TRY76 true:0.527 false:0.473 
SNode_20 true:0.791 false:0.209 
SNode_24 true:0.561 false:0.439 
SNode_25 true:0.945 false:0.055 
SNode_26 true:0.242 false:0.758 
HORIZ53 true:0.868 false:0.132 
SNode_34 true:0.2131 false:0.7869 
SNode_92 true:0.2572 false:0.7428 
RApp1 true:0.7647 false:0.2353 
RApp3 true:0.242 false:0.758 
TRY15 true:0.912 false:0.088 
SNode_8 true:0.967 false:0.033 
SNode_27 true:0.912 false:0.088 
GOAL_49 true:1 
SNode_42 true:0.2579 false:0.7421 
SNode_51 true:0.648 false:0.352 
SNode_52 true:0.5661 false:0.4339 
GOAL_56 true:0.198 false:0.802 
GOAL_57 true:0.1043 false:0.8957 
SNode_44 true:0.0816 false:0.9184 
SNode_54 true:0.286 false:0.714 
SNode_55 true:0.4346 false:0.5654 
SNode_29 true:0.7743 false:0.2257 
SNode_31 true:0.4238 false:0.5762 
SNode_60 true:0.253 false:0.747 
GOAL_62 true:0.143 false:0.857 
GOAL_72 true:0.143 false:0.857 
SNode_68 true:0.242 false:0.758 
SNode_64 true:0.3583 false:0.6417 
SNode_75 true:0.132 false:0.868 
SNode_71 true:0.1935 false:0.8065 
SNode_74 true:0.1496 false:0.8504 
RApp6 true:0.176 false:0.824 
GOAL_81 true:0.5972 false:0.4028 
GOAL_84 true:0.121 false:0.879 
SNode_86 true:0.044 false:0.956 
GOAL_87 true:0.231 false:0.769 
SNode_37 true:0.67 false:0.33 
SNode_38 true:0.473 false:0.527 
SNode_88 true:0.132 false:0.868 
SNode_91 true:0.231 false:0.769 
SNode_94 true:0.154 false:0.846 
SNode_97 true:0.165 false:0.835 
SNode_152 true:0.813 false:0.187 
GOAL_109 true:0.6841 false:0.3159 
GOAL_108 true:0.112 false:0.888 
RApp7 true:0.087 false:0.913 
RApp9 true:0.088 false:0.912 
GOAL_126 true:0.2217 false:0.7783 
GOAL_121 true:0.384 false:0.616 
GOAL_114 true:0.374 false:0.626 
SNode_123 true:0.253 false:0.747 
SNode_128 true:0.187 false:0.813 
GOAL_129 true:0.571 false:0.429 
SNode_115 true:0.506 false:0.494 
SNode_117 true:0.221 false:0.779 
SNode_137 true:0.1521 false:0.8479 
SNode_136 true:0.527 false:0.473 
SNode_120 true:0.4737 false:0.5263 
SNode_125 true:0.2514 false:0.7486 
GOAL_142 true:0.6915 false:0.3085 
GOAL_146 true:0.165 false:0.835 
GOAL_143 true:0.648 false:0.352 
RApp13 true:0.176 false:0.824 
GOAL_149 true:0.659 false:0.341 

RESOLVE37 true:0.5006 false:0.4994 
GOAL66 true:0.7336 false:0.2664 
WRITE31 true:0.556 false:0.444 
WRITE30 true:0.5447 false:0.4553 
VALUE3 true:0.1672 false:0.8328 
VECTOR69 true:0.333 false:0.667 
GOAL65 true:0.3552 false:0.6448 
RESOLVE42 true:0.5112 false:0.4888 
VAR20 true:0.4998 false:0.5002 
COMPO16 true:0.8002 false:0.1998 
SLIDING4 true:0.9556 false:0.0444 
IDENTIFY22 true:0.4107 false:0.5893 
SNode_19 true:0.9556 false:0.0444 
SNode_18 true:0.9556 false:0.0444 
SNode_14 true:0.9778 false:0.0222 
SNode_16 true:0.9889 false:0.0111 
GIVEN_1 true:1 
VECTOR70 true:0.9118 false:0.0882 
SYSTEM18 true:0.6226 false:0.3774 
GIVEN21 true:0.9556 false:0.0444 
KNOWN8 true:0.0999 false:0.9001 
CHOOSE62 true:0.5671 false:0.4329 
IDENTIFY43 true:0.3573 false:0.6427 
IDENTIFY41 true:0.4795 false:0.5205 
NEED1 true:0.6892 false:0.3108 
SNode_9 true:0.9667 false:0.0333 
SNode_5 true:0.9889 false:0.0111 
SNode_6 true:0.9778 false:0.0222 
SNode_3 true:0.9889 false:0.0111 
SNode_47 true:0.111 false:0.889 
NORMAL52 true:0.8446 false:0.1554 
APPLY32 true:0.5308 false:0.4692 
WRITE64 true:0.5248 false:0.4752 
WRITE63 true:0.5005 false:0.4995 
SUM75 true:0.4551 false:0.5449 
NEWTONS45 true:0.4329 false:0.5671 
CONSTANT5 true:0.556 false:0.444 
APPLY61 true:0.5338 false:0.4662 
CHOOSE35 true:0.6078 false:0.3922 
TRY25 true:0.8668 false:0.1332 
TRY26 true:0.8224 false:0.1776 
NEED67 true:0.1927 false:0.8073 
TRY76 true:0.4592 false:0.5408 
SNode_20 true:0.7447 false:0.2553 
SNode_21 true:0.7114 false:0.2886 
SNode_24 true:0.2852 false:0.7148 
SNode_25 true:0.9778 false:0.0222 
SNode_33 true:0.9445 false:0.0555 
SNode_34 true:0.5735 false:0.4265 
INCLINE51 true:0.7114 false:0.2886 
SNode_92 true:0.1776 false:0.8224 
GOAL_48 true:0.8557 false:0.1443 
RApp1 true:0.0444 false:0.9556 
TRY14 true:0.9445 false:0.0555 
TRY11 true:0.9445 false:0.0555 
TRY13 true:0.9112 false:0.0888 
SNode_8 true:0.9778 false:0.0222 
SNode_41 true:0.6337 false:0.3663 
TRY24 true:0.9112 false:0.0888 
SNode_27 true:0.1554 false:0.8446 
GOAL_49 true:0.8002 false:0.1998 
GOAL_50 true:0.2613 false:0.7387 
SNode_42 true:0.667 false:0.333 
SNode_51 true:0.2726 false:0.7274 
SNode_52 true:0.2727 false:0.7273 
GOAL_56 true:0.1665 false:0.8335 
GOAL_53 true:0.173 false:0.827 
SNode_43 true:0.1231 false:0.8769 
SNode_44 true:0.1608 false:0.8392 
SNode_59 true:0.1887 false:0.8113 
SNode_60 true:0.3219 false:0.6781 
GOAL_69 true:0.2937 false:0.7063 
SNode_70 true:0.3269 false:0.6731 
SNode_67 true:0.111 false:0.889 
GOAL_63 true:0.1665 false:0.8335 
SNode_68 true:0.1665 false:0.8335 
SNode_64 true:0.1887 false:0.8113 
SNode_65 true:0.2331 false:0.7669 
SNode_75 true:0.111 false:0.889 
SNode_74 true:0.0931 false:0.9069 
GOAL_79 true:0.0222 false:0.9778 
GOAL_81 true:0.4551 false:0.5449 
SNode_37 true:0.3219 false:0.6781 
SNode_102 true:0.0999 false:0.9001 
SNode_95 true:0.3552 false:0.6448 
SNode_106 true:0.1887 false:0.8113 
SNode_152 true:0.333 false:0.667 
GOAL_107 true:0.2442 false:0.7558 
GOAL_108 true:0.0555 false:0.9445 
RApp9 true:0.0777 false:0.9223 
GOAL_127 true:0.2363 false:0.7637 
GOAL_126 true:0.2917 false:0.7083 
GOAL_121 true:0.7245 false:0.2755 
RApp10 true:0.0444 false:0.9556 
SNode_128 true:0.2091 false:0.7909 
RApp8 true:0.0111 false:0.9889 
SNode_115 true:0.1786 false:0.8214 
SNode_137 true:0.1872 false:0.8128 
SNode_136 true:0.3219 false:0.6781 
SNode_131 true:0.1221 false:0.8779 
SNode_155 true:0.1665 false:0.8335 
SNode_125 true:0.5206 false:0.4794 
GOAL_142 true:0.2664 false:0.7336 
RApp11 true:0.2553 false:0.7447 
SNode_135 true:0.1887 false:0.8113 
SNode_134 true:0.2237 false:0.7763 
SNode_119 true:0.222 false:0.778 
RApp12 true:0.1332 false:0.8668 
RApp13 true:0.0999 false:0.9001 
GOAL_149 true:0.5547 false:0.4453 
GOAL_150 true:0.0997 false:0.9003 

GOAL68 true:0.4568 false:0.5432 
FIND58 true:0.3409 false:0.6591 
GOAL66 true:0.7216 false:0.2784 
WRITE31 true:0.5128 false:0.4872 
NEED36 true:0.5848 false:0.4152 
RESOLVE42 true:0.6404 false:0.3596 
VAR20 true:0.8326 false:0.1674 
COMPO16 true:0.1044 false:0.8956 
VELOCITY7 true:0.1132 false:0.8868 
DISPLACEM0 true:0.0348 false:0.9652 
KINE29 true:0.4432 false:0.5568 
EQUATION28 true:0.2552 false:0.7448 
SNode_19 true:0.9768 false:0.0232 
SNode_18 true:0.9304 false:0.0696 
VECTOR73 true:0.4872 false:0.5128 
SNode_11 true:1 
SNode_10 true:0.942 false:0.058 
SNode_13 true:0.942 false:0.058 
SNode_15 true:1 
SNode_17 true:0.9768 false:0.0232 
SYSTEM18 true:0.5876 false:0.4124 
GIVEN21 true:0.826 false:0.174 
IDENTIFY39 true:0.58 false:0.42 
CHOOSE47 true:0.5293 false:0.4707 
MAXIMIZE34 true:0.5984 false:0.4016 
IDENTIFY41 true:0.4827 false:0.5173 
NEED1 true:0.1972 false:0.8028 
SNode_9 true:0.9884 false:0.0116 
SNode_7 true:0.8956 false:0.1044 
SNode_47 true:0.1508 false:0.8492 
NORMAL52 true:0.1276 false:0.8724 
WRITE64 true:0.5169 false:0.4831 
WRITE63 true:0.5476 false:0.4524 
SUM75 true:0.5824 false:0.4176 
GOAL_2 true:0.9768 false:0.0232 
BUGGY54 true:0.6111 false:0.3889 
CONSTANT5 true:0.8724 false:0.1276 
WEIGHT57 true:0.6984 false:0.3016 
GRAV78 true:0.5046 false:0.4954 
APPLY61 true:0.5419 false:0.4581 
CHOOSE35 true:0.6032 false:0.3968 
TRY25 true:0.9536 false:0.0464 
TRY26 true:0.8986 false:0.1014 
AXIS33 true:0.8724 false:0.1276 
NEED67 true:0.496 false:0.504 
TRY76 true:0.5568 false:0.4432 
SNode_20 true:0.1508 false:0.8492 
SNode_24 true:0.1972 false:0.8028 
EQUAL71 true:0.696 false:0.304 
VECTOR44 true:0.3248 false:0.6752 
SNode_33 true:0.8028 false:0.1972 
INCLINE51 true:0.174 false:0.826 
TRY11 true:0.8956 false:0.1044 
TRY13 true:0.8492 false:0.1508 
SNode_41 true:0.8724 false:0.1276 
TRY24 true:0.9536 false:0.0464 
SNode_27 true:0.9304 false:0.0696 
GOAL_50 true:0.1493 false:0.8507 
SNode_42 true:0.8028 false:0.1972 
SNode_52 true:0.1996 false:0.8004 
GOAL_56 true:0.3516 false:0.6484 
GOAL_57 true:0.5093 false:0.4907 
SNode_43 true:0.7806 false:0.2194 
SNode_54 true:0.4093 false:0.5907 
SNode_28 true:0.2468 false:0.7532 
SNode_29 true:0.3627 false:0.6373 
SNode_31 true:0.1972 false:0.8028 
SNode_60 true:0.768 false:0.232 
GOAL_61 true:0.4524 false:0.5476 
GOAL_62 true:0.6609 false:0.3391 
GOAL_69 true:0.3158 false:0.6842 
SNode_70 true:0.406 false:0.594 
SNode_67 true:0.5452 false:0.4548 
SNode_68 true:0.4432 false:0.5568 
SNode_65 true:0.2806 false:0.7194 
SNode_71 true:0.2457 false:0.7543 
GOAL_80 true:0.188 false:0.812 
RApp6 true:0.0348 false:0.9652 
GOAL_79 true:0.1044 false:0.8956 
RApp5 true:0.0464 false:0.9536 
GOAL_83 true:0.0928 false:0.9072 
SNode_86 true:0.0943 false:0.9057 
SNode_156 true:0.175 false:0.825 
GOAL_87 true:0.232 false:0.768 
GOAL_98 true:0.1856 false:0.8144 
GOAL_99 true:0.1972 false:0.8028 
SNode_38 true:0.2436 false:0.7564 
SNode_88 true:0.2561 false:0.7439 
SNode_97 true:0.232 false:0.768 
SNode_40 true:0.1856 false:0.8144 
SNode_100 true:0.2094 false:0.7906 
SNode_95 true:0.29 false:0.71 
GOAL_103 true:0.0812 false:0.9188 
SNode_152 true:0.8239 false:0.1761 
GOAL_107 true:0.2342 false:0.7658 
GOAL_109 true:0.8028 false:0.1972 
GOAL_108 true:0.0232 false:0.9768 
RApp7 true:0.3273 false:0.6727 
GOAL_121 true:0.7332 false:0.2668 
GOAL_110 true:0.1972 false:0.8028 
RApp10 true:0.0232 false:0.9768 
SNode_123 true:0.3243 false:0.6757 
SNode_154 true:0.3828 false:0.6172 
RApp8 true:0.5947 false:0.4053 
SNode_115 true:0.1972 false:0.8028 
SNode_117 true:0.1392 false:0.8608 
SNode_137 true:0.1972 false:0.8028 
SNode_112 true:0.6137 false:0.3863 
SNode_118 true:0.1392 false:0.8608 
SNode_132 true:0.0915 false:0.9085 
GOAL_146 true:0.7642 false:0.2358 
SNode_119 true:0.2112 false:0.7888 
GOAL_147 true:0.768 false:0.232 
GOAL_149 true:0.5667 false:0.4333 
GOAL_150 true:0.2668 false:0.7332 
SNode_151 true:0.1856 false:0.8144 

RESOLVE37 true:0.424 false:0.576 
RESOLVE38 true:0.4655 false:0.5345 
GOAL66 true:0.2704 false:0.7296 
VECTOR69 true:0.2304 false:0.7696 
RESOLVE40 true:0.4964 false:0.5036 
RESOLVE42 true:0.5141 false:0.4859 
IDENTIFY10 true:0.5512 false:0.4488 
COMPO16 true:0.78 false:0.22 
SLIDING4 true:0.9432 false:0.0568 
VECTOR27 true:0.2392 false:0.7608 
APPLY77 true:0.4126 false:0.5874 
DISPLACEM0 true:0.6517 false:0.3483 
IDENTIFY22 true:0.4472 false:0.5528 
EQUATION28 true:0.2808 false:0.7192 
SNode_18 true:0.948 false:0.052 
VECTOR73 true:0.4368 false:0.5632 
SNode_11 true:0.9896 false:0.0104 
SNode_13 true:0.948 false:0.052 
SNode_12 true:0.9896 false:0.0104 
SNode_14 true:0.9896 false:0.0104 
GIVEN_1 true:0.9628 false:0.0372 
GOAL72 true:0.6864 false:0.3136 
VECTOR70 true:0.8752 false:0.1248 
SYSTEM18 true:0.572 false:0.428 
FORCE60 true:0.7752 false:0.2248 
CHOOSE62 true:0.5879 false:0.4121 
RApp4 true:0.0312 false:0.9688 
IDENTIFY43 true:0.3589 false:0.6411 
IDENTIFY41 true:0.5944 false:0.4056 
SNode_9 true:0.9741 false:0.0259 
SNode_5 true:0.9896 false:0.0104 
SNode_6 true:0.9584 false:0.0416 
SNode_47 true:0.2232 false:0.7768 
IDENTIFY55 true:0.584 false:0.416 
APPLY32 true:0.4546 false:0.5454 
WRITE63 true:0.4904 false:0.5096 
SUM75 true:0.4932 false:0.5068 
GOAL_2 true:1 
SNode_4 true:0.9896 false:0.0104 
CHOOSE35 true:0.5512 false:0.4488 
AXIS33 true:0.7464 false:0.2536 
TRY76 true:0.4511 false:0.5489 
SNode_20 true:0.1144 false:0.8856 
SNode_24 true:0.3099 false:0.6901 
SNode_25 true:0.9292 false:0.0708 
NEWTONS74 true:0.5755 false:0.4245 
SNode_33 true:0.9792 false:0.0208 
SNode_34 true:0.8977 false:0.1023 
INCLINE51 true:0.0208 false:0.9792 
GOAL_48 true:0.8008 false:0.1992 
RApp1 true:0.6478 false:0.3522 
RApp3 true:0.052 false:0.948 
TRY11 true:0.1352 false:0.8648 
SNode_41 true:0.896 false:0.104 
GOAL_50 true:0.2314 false:0.7686 
SNode_42 true:0.2383 false:0.7617 
SNode_51 true:0.2912 false:0.7088 
GOAL_56 true:0.2928 false:0.7072 
GOAL_57 true:0.3952 false:0.6048 
GOAL_53 true:0.1872 false:0.8128 
SNode_44 true:0.1788 false:0.8212 
SNode_54 true:0.2931 false:0.7069 
SNode_28 true:0.241 false:0.759 
SNode_29 true:0.2201 false:0.7799 
SNode_31 true:0.26 false:0.74 
GOAL_69 true:0.0625 false:0.9375 
SNode_46 true:0.0728 false:0.9272 
SNode_67 true:0.208 false:0.792 
GOAL_63 true:0.5308 false:0.4692 
SNode_65 true:0.4061 false:0.5939 
SNode_71 true:0.2086 false:0.7914 
GOAL_80 true:0.0832 false:0.9168 
SNode_74 true:0.2392 false:0.7608 
GOAL_83 true:0.0936 false:0.9064 
GOAL_84 true:0.2818 false:0.7182 
SNode_86 true:0.0728 false:0.9272 
GOAL_99 true:0.2184 false:0.7816 
SNode_37 true:0.0949 false:0.9051 
SNode_38 true:0.2706 false:0.7294 
SNode_88 true:0.1352 false:0.8648 
SNode_93 true:0.104 false:0.896 
SNode_94 true:0.104 false:0.896 
SNode_97 true:0.2306 false:0.7694 
SNode_40 true:0.1872 false:0.8128 
SNode_102 true:0.1248 false:0.8752 
SNode_100 true:0.1997 false:0.8003 
SNode_106 true:0.0832 false:0.9168 
GOAL_107 true:0.1241 false:0.8759 
GOAL_121 true:0.0208 false:0.9792 
GOAL_114 true:0.1759 false:0.8241 
RApp10 false:1 
GOAL_130 true:0.0624 false:0.9376 
RApp8 true:0.1352 false:0.8648 
SNode_115 true:0.2691 false:0.7309 
SNode_117 true:0.1664 false:0.8336 
SNode_116 true:0.1248 false:0.8752 
SNode_137 true:0.1352 false:0.8648 
SNode_136 true:0.3361 false:0.6639 
SNode_155 true:0.364 false:0.636 
SNode_112 true:0.1976 false:0.8024 
SNode_125 true:0.1976 false:0.8024 
GOAL_143 true:0.1144 false:0.8856 
GOAL_149 true:0.2184 false:0.7816 
GOAL_150 true:0.1456 false:0.8544 

